"x","SVEIR_Synth_Data","Out_SVEIR_t0","Out_SVEIR_t1","Out_SVEIR_t2","Out_SVEIR_t3","Out_SVEIR_t4","Out_SVEIR_t5","Out_SVEIR_t6","Out_SVEIR_t7","Out_SVEIR_t8","Out_SVEIR_t9","Out_SVEIR_t10","Out_SVEIR_t11","Out_SVEIR_t12","Out_SVEIR_t13","Out_SVEIR_t14","Out_SVEIR_t15","Out_SVEIR_t16","Out_SVEIR_t17","Out_SVEIR_t18","Out_SVEIR_t19","Out_SVEIR_t20","Out_SVEIR_t21","Out_SVEIR_t22","Out_SVEIR_t23","Out_SVEIR_t24","Out_SVEIR_t25","Out_SVEIR_t26","Out_SVEIR_t27","Out_SVEIR_t28","Out_SVEIR_t29","Out_SVEIR_t30","Out_SVEIR_t31","Out_SVEIR_t32","Out_SVEIR_t33","Out_SVEIR_t34","Out_SVEIR_t35","Out_SVEIR_t36","Out_SVEIR_t37","Out_SVEIR_t38","Out_SVEIR_t39","Out_SVEIR_t40","Out_SVEIR_t41","Out_SVEIR_t42","Out_SVEIR_t43","Out_SVEIR_t44","Out_SVEIR_t45","Out_SVEIR_t46","Out_SVEIR_t47","Out_SVEIR_t48","Out_SVEIR_t49","Out_SVEIR_t50","Out_SVEIR_t51","Out_SVEIR_t52","Out_SVEIR_t53","Out_SVEIR_t54","Out_SVEIR_t55","Out_SVEIR_t56","Out_SVEIR_t57","Out_SVEIR_t58","Out_SVEIR_t59","Out_SVEIR_t60"
0,0.00871543554807774,0.00871543554807774,0.00829026288517338,0.00788583252841264,0.00750113342154325,0.0071352030174004,0.00678712547241175,0.00645602956401459,0.00614108658903391,0.00584150830782735,0.00555654497380778,0.00528548345421781,0.00502764543757409,0.00478238573062992,0.00454909063792411,0.00432717642086003,0.00411608783292835,0.00391529672679008,0.00372430072986456,0.00354262198493282,0.00336980595255787,0.00320542027214419,0.0030490536776434,0.00290031497111817,0.0027588320400241,0.00262425092756879,0.0024962349438245,0.00237446382522272,0.00225863293240832,0.00214845248816,0.00204364685155919,0.00194395382173542,0.00184912400276145,0.00175892015679732,0.00167311662029964,0.00159149873477212,0.00151386231852626,0.00144001315024971,0.00136976648071267,0.0013029465736463,0.00123938626547851,0.00117892654719537,0.00112141616654055,0.00106671124961744,0.00101467494095447,0.000965177061129913,0.000918093781099544,0.000873307312412156,0.000830705612537578,0.000790182099945398,0.000751635462850197,0.000714969259122656,0.000680086082592833,0.000646914938741252,0.000615356257636182,0.000585336953806058,0.000556783913533911,0.000529622967342806,0.00050378699237143,0.000479211231444951,0.000455834252347811,0.000433597686128515
0,0.011776618264831,0.011776618264831,0.0112020907953941,0.0106555983618801,0.010135771524874,0.00964130809493243,0.00917096972092067,0.00872357869068658,0.00829801491372247,0.00789321307434014,0.00750815993254336,0.00714189176213271,0.00679349191877455,0.00646208852949238,0.00614685229806458,0.00584699441892162,0.00556176459491158,0.00529044915298393,0.00503236925300029,0.00478687918475519,0.00455336474882559,0.0043312417168958,0.00411995436608198,0.00391897409156246,0.00372779807838422,0.00354594804505859,0.00337296904228311,0.00320842831708211,0.00305191422881244,0.00290303521933365,0.00276141883217755,0.002626710771697,0.00249857404485527,0.00237668808714289,0.0022607479737192,0.00215046365020677,0.00204555921890429,0.00194577224095693,0.00185085307655033,0.00176056426452443,0.00167467992746928,0.00159298520671873,0.00151527572482625,0.00144135707425892,0.00137104433103982,0.00130416159211779,0.0012405415353068,0.00118002500069371,0.00112246059246667,0.00106770429391908,0.00101561920901916,0.000966075021795143,0.000918940113641932,0.000874118554302641,0.000831475801445426,0.00079091309946833,0.000752331654610228,0.000715631246543319,0.000680721176579501,0.000647513942635856,0.000615926535438216,0.000585880084908589
0,0.0157514494443114,0.0157514494443114,0.0149829597185968,0.0142519794628001,0.0135566743672791,0.0128953005423228,0.0122661999527169,0.0116677960631676,0.0110985897222943,0.0105571552821407,0.0100421369308023,0.00955224522222619,0.00908625378921826,0.00864299622786703,0.00822136314277038,0.00782029934215766,0.00743880117551412,0.00707591400481722,0.00673072980234947,0.00640238486803301,0.00609005766004984,0.00579296673264309,0.00551036877356895,0.00524155674680688,0.00498585811480004,0.00474263315702403,0.00451127336251302,0.00429119991006548,0.0040818622179519,0.00388273656617273,0.00369332478433201,0.0035131529930437,0.00334177045592281,0.00317874841037168,0.00302367901239126,0.00287617430769511,0.00273586527696339,0.00260240090245067,0.00247544728546006,0.00235468681654934,0.00223981737982385,0.00213055159722207,0.0020266161095617,0.00192775089265472,0.00183370860679288,0.00174425397796962,0.00165916320929005,0.00157822342109545,0.00150123211840106,0.0014279966759564,0.0013583339925901,0.00129206976812576,0.00122902796013045,0.00116908026005403,0.00111204671500692,0.00105779523756611,0.0010061936892954,0.000957108023749128,0.000910416929890083,0.000866003372231659,0.000823756324539829,0.000783570296866299
0,0.0208539761801183,0.0208539761801183,0.0198364334697162,0.0188685771149081,0.0179479726481362,0.0170723066715915,0.0162393804898768,0.0154471041131254,0.0146934906283332,0.0139766509234095,0.0132947887228432,0.012646195907607,0.01202924809702,0.0114424004718927,0.0108841838225147,0.0103532008040906,0.00984812238797401,0.00936768449529939,0.00891068480246,0.00847597970810533,0.00806248145265813,0.00766915538168615,0.0072950173427013,0.00693913122248399,0.00660060659056471,0.00627859647093293,0.00597229521217477,0.00568093647410275,0.00540379130670149,0.00514016632536253,0.00488940197316759,0.00465087085418185,0.00442397621327008,0.00420815038789642,0.00400285341096467,0.00380757164851911,0.00362181653563907,0.00344512334062698,0.00327704999656062,0.00311717600267365,0.00296510137087385,0.0028204456252166,0.00268284685005184,0.00255196078460353,0.00242745996173132,0.00230903288871061,0.00219638326798014,0.00208922925590588,0.00198730275770565,0.00189034874570424,0.001798124801713,0.00171040015970729,0.00162694174702622,0.00154757968865966,0.00147207573478029,0.00140025500742373,0.0013319425611148,0.00126696092436115,0.00120514948687559,0.00114635329907328,0.00109042536744027,0.00103722602834096
0,0.0273291199190486,0.0273291199190486,0.025995396472615,0.0247268430157747,0.0235202558566201,0.0223725931519013,0.0212809657984014,0.0202426289950145,0.0192549744245239,0.0183155230053737,0.017421918131857,0.0165719193474999,0.0157633964074637,0.0149943236922743,0.0142627749427892,0.0135669182872499,0.0129050115405506,0.0122753977543581,0.0116765010015153,0.0111068223790409,0.0105649362163092,0.0100494864758013,0.00955918333180118,0.00909279993564881,0.00864916932187187,0.00822718148376895,0.00782578057901849,0.00744396228877231,0.00708077129832578,0.00673529890444497,0.00640668073712,0.00609409457464322,0.00579675835092614,0.00551392812621627,0.00524489625589814,0.00498898960505058,0.00474556789175262,0.00451402206751021,0.0042937727859986,0.00408426896333813,0.00388498639753701,0.0036954264573425,0.00351511483488454,0.00334360035917174,0.00318045386748896,0.00302526713185876,0.00287765183787811,0.00273723861337249,0.00260367610443519,0.00247663008203686,0.00235578284235344,0.00224083195220841,0.00213147195524006,0.00202748021948729,0.00192854450339719,0.00183443561817385,0.00174492428645227,0.00165977792048813,0.00157878603030531,0.00150174554467197,0.00142846381940968,0.00135875781673247
0,0.0354511920640582,0.0354511920640582,0.0337206008817521,0.0320746642853276,0.0305091976904371,0.0290202336206117,0.0276040081131707,0.0262569484420957,0.024975661968449,0.0237569259838702,0.0225976783746642,0.021495008988216,0.0204461516098389,0.0194484764745675,0.0184994832555043,0.0175967944756362,0.0167381493067655,0.0159213977192236,0.0151444949547079,0.0144054962971424,0.0137025521206327,0.0130339031954794,0.0123978762312444,0.0117928796665946,0.0112173996453704,0.0106699962152193,0.0101492996969047,0.00965400725429066,0.00918287962317308,0.00873473800529745,0.00830846111146525,0.00790298232619841,0.00751728712217148,0.00715041042739126,0.00680143424958422,0.00646948536006898,0.00615373314475147,0.0058533875033491,0.00556769686323441,0.00529594631204961,0.00503745580709205,0.00479157847474837,0.00455769899268336,0.00433523205096425,0.00412362088828846,0.0039223358996306,0.00373087331181911,0.00354875392372255,0.00337552190788931,0.0032107436518275,0.00305400698029188,0.00290491952799749,0.00276308500597469,0.00262821457807193,0.00249990315024585,0.00237785337774181,0.00226176780003771,0.00215134466156996,0.0020463108756049,0.00194640297989289,0.0018513710398531,0.00176097758393577
0,0.0455202316621295,0.0455202316621295,0.0432971079047763,0.0411829159600398,0.0391722223419634,0.0372598880284715,0.0354410469379517,0.0337110871670711,0.0320656344377389,0.0305005374068096,0.0290118544552028,0.0275958416941825,0.0262489419893539,0.0249677748446274,0.0237491270268213,0.0225899438287522,0.0214873209006721,0.020438496584616,0.0194408447028894,0.0184918677583949,0.0175891905125477,0.0167305539108017,0.0159138093246827,0.0151369131198918,0.0143979214701733,0.0136949854621693,0.0130263464231992,0.0123903315096509,0.011785349501449,0.0112098868102688,0.0106625036803929,0.0101418305465736,0.00964656471331443,0.00917546697392356,0.00872735856027735,0.00830111816921679,0.00789567920372945,0.0075100270762136,0.0071431966590231,0.00679426988757739,0.00646237346208822,0.00614667666493337,0.00584638928429437,0.00556075963914054,0.00528907270062963,0.00503064830518514,0.00478483945476076,0.0045510307000253,0.00432863660240751,0.0041171002469868,0.00391589224455198,0.00372450864271307,0.00354244044253001,0.00336931665501506,0.00320461696089023,0.00304795943228289,0.00289896198821768,0.00275723702834076,0.00262243377331355,0.00249421380291113,0.00237225607031329,0.00225625553495685
0,0.0578557473226357,0.0578557473226357,0.0550282077672896,0.0523395694471368,0.0497828032649747,0.047351287872069,0.0450387732472051,0.0428393502804012,0.0407474249082037,0.0387576959417239,0.0368651357179775,0.035064972985701,0.0333526775865562,0.0317239465947543,0.0301746916657149,0.0287010273902552,0.0272992605150134,0.0259658799064958,0.0246975471693213,0.0234910878443886,0.0223434831286219,0.021251862067252,0.0202134941710472,0.0192257824650182,0.0182862568617114,0.0173925679138638,0.0165424808572639,0.015733869990206,0.0149647133187235,0.0142330874765132,0.013537162891958,0.0128751991564505,0.0122455408026039,0.0116466130068324,0.0110769177131708,0.0105350298550685,0.0100195938506253,0.00952932017713574,0.00906298213312434,0.00861941279448482,0.00819750209612136,0.007796194060681,0.00741448416240175,0.00705141681978204,0.00670608301075961,0.00637761800434229,0.00606519920294839,0.00576804408999272,0.00548540827755013,0.00521658361847,0.00496089693985049,0.004717707390132,0.0044863676739065,0.00426640598811928,0.004057160597003,0.00385814574305041,0.00366887545471169,0.0034888567265351,0.0033176433681015,0.00315480489143081,0.00299993289052891,0.00285263930382229
0,0.072787528895353,0.072787528895353,0.0692264740579515,0.0658410048159193,0.0626220333478604,0.0595610543090761,0.0566500793666913,0.0538815849521168,0.0512484696213272,0.0487440189627144,0.0463618760811906,0.0440960163446891,0.0419407254304342,0.0398905799510137,0.0379404301380364,0.0360853841733065,0.0343207938888302,0.0326422416016303,0.0310455279162704,0.0295266603615398,0.0280818427594092,0.0267074652438727,0.025400094854837,0.0241564667049902,0.0229734755764746,0.0218481680115618,0.0207777347804847,0.0197595037822667,0.0187909332868736,0.0178696055285369,0.0169932206142663,0.016159590689103,0.0153666346200591,0.014612372586873,0.0138949212050498,0.0132124887736982,0.0125633708687712,0.0119459460372928,0.0113586717284935,0.0108000804698797,0.0102687762017669,0.00976343079723665,0.00928278075223261,0.00882562403768878,0.00839081710559044,0.00797727204115437,0.00758395385383118,0.00720987790017571,0.00685410743197141,0.00651575122494521,0.00619396198757223,0.00588793302786483,0.00559684944710548,0.00532011722096219,0.00505690309776143,0.00480659530539352,0.00456858171783051,0.00434224127955302,0.00412701181467415,0.00392235084097863,0.0037277436090314,0.0035427009187796
0,0.0906433331232033,0.0906433331232033,0.0862017344568212,0.081980286734869,0.0779671997919188,0.074151548842058,0.0705231516294982,0.0670724745238755,0.0637905589611684,0.0606689634410743,0.0576997166725333,0.0548752789874004,0.052188509946865,0.0496326406236311,0.0472012494805468,0.0448882410245324,0.0426878266833744,0.0405945074588611,0.0386030580438953,0.0367085121621415,0.0349061489509514,0.0331914802476882,0.0315602386598115,0.0300083663984771,0.0285320046824539,0.0271274837848317,0.0257913135692106,0.0245201745813314,0.0233109095778325,0.0221605155025687,0.0210661358638625,0.0200250534386976,0.0190346836301806,0.0180925677129793,0.0171963667481305,0.0163438556570767,0.0155329177297627,0.0147615392610073,0.0140278044842444,0.013329890811423,0.0126660642704441,0.0120346751729687,0.0114341539929265,0.0108630074449881,0.0103198147526615,0.00980322409631668,0.00931194923189694,0.00884476627224734,0.00840051062336522,0.0079780740205428,0.00757640253022562,0.00719449239940986,0.00683132926052856,0.00648617342883272,0.006157986897184,0.00584600703697147,0.00554947037911684,0.00526760194215044,0.00499969973069258,0.00474508588546691,0.00450311671553682,0.00427318000447446
