SVEIR_Synth_Data,0,6,12,18,24,30,36,42,48,54,60
0.00871543554807774,0.00871543554807774,0.0565090127261544,0.0789562770689327,0.07974652270564148,0.06984094642179957,0.05731649115818011,0.04604984719698093,0.03721076836638822,0.03072945713887942,0.02614378596105267,0.022962787867952545
0.011776618264830964,0.011776618264830964,0.05737792458508775,0.07949250499180688,0.08000338219308752,0.06993947648090651,0.05734416048973694,0.04605316591757073,0.03720968630518619,0.03073084780652432,0.02614915310042881,0.022971782465447548
0.015751449444311394,0.015751449444311394,0.05998444462724387,0.08109509177614053,0.08076913309140983,0.07023242447344512,0.05742608767402152,0.046062836715321714,0.03720649378590761,0.030735191177071818,0.026165451132543312,0.022998955186947584
0.02085397618011831,0.02085397618011831,0.06432725153423241,0.08374565504614435,0.08202936143631154,0.07071194212202024,0.05755903541389594,0.04607801964458885,0.03720136144506323,0.03074300231044175,0.026193266836732475,0.02304486816876016
0.027329119919048583,0.027329119919048583,0.07040273872439708,0.0874133591021476,0.0837601698436259,0.07136511265531378,0.057737730911853705,0.046097372463718804,0.0371945938289362,0.030755141949584033,0.02623357230575165,0.023110448919373146
0.03545119206405823,0.03545119206405823,0.07820271529364928,0.09205461557019859,0.08592840935822788,0.07217423079324697,0.05795504072689599,0.04611913797861253,0.03718666001958592,0.03077281738878583,0.026287712286287936,0.02319697199479201
0.0455202316621295,0.0455202316621295,0.08771139757356684,0.09761273318962096,0.08849201946263557,0.07311719207485969,0.05820222393933482,0.04614126214815635,0.0371782311280376,0.03079758021115674,0.026357384073735578,0.023306031476763082
0.057855747322635695,0.057855747322635695,0.0989017621439332,0.10401757112451426,0.09140051195300114,0.07416800531357631,0.05846924783180414,0.04616153649875425,0.03717022104533738,0.030831317348698813,0.026444606630055156,0.023439501148256266
0.07278752889535296,0.07278752889535296,0.11173142710939449,0.11118527591314911,0.09459563415505441,0.0752974366015438,0.058745168060698745,0.04617775966144778,0.037163824841791614,0.03087623099194998,0.02655167519950138,0.02359947904553489
0.09064333312320326,0.09064333312320326,0.12613828012070108,0.11901820415261952,0.09801225447823374,0.07647379124879615,0.059018563500038215,0.04618790877846652,0.03716054790181424,0.030934802051778496,0.026681097083327485,0.023788212567913677
0.11173344314235115,0.11173344314235115,0.14203612282355912,0.12740515501852742,0.10157951781009006,0.07766383663076298,0.059278015520481966,0.04619031012591589,0.037162217854986745,0.031009731345254216,0.02683550390602917,0.024008000071624496
0.13633234998894778,0.13633234998894778,0.15931065399802827,0.13622205718121416,0.10522231861377422,0.07883386212970696,0.059512615502615863,0.04618379606641552,0.03717097078042317,0.031103852615767695,0.02701753582350174,0.024261065057520702
