SVEIR_Synth_Data,0,6,12,18,24,30,36,42,48,54,60
0.00871543554807774,0.00871543554807774,0.05650901272775313,0.07895627706956675,0.07974652270658318,0.0698409464288665,0.05731649118988486,0.046049847208215866,0.03721076836436628,0.030729457136418836,0.02614378595757034,0.022962787868158925
0.011776618264830964,0.011776618264830964,0.0573779245851898,0.07949250499065445,0.0800033821929913,0.06993947647867438,0.057344160484972956,0.04605316591697882,0.03720968630333225,0.030730847804096482,0.02614915309686865,0.022971782465678048
0.015751449444311394,0.015751449444311394,0.059984444627553986,0.08109509177534097,0.08076913309147479,0.07023242447289758,0.05742608767568114,0.04606283671684063,0.037206493784075666,0.03073519117471855,0.026165451129155595,0.02299895518719908
0.02085397618011831,0.02085397618011831,0.06432725153434649,0.08374565504526484,0.0820293614362612,0.07071194212082266,0.057559035412758995,0.046078019645238874,0.037201361443325184,0.030743002308215646,0.026193266833582207,0.0230448681690525
0.027329119919048583,0.027329119919048583,0.07040273872445486,0.08741335910140627,0.08376016984356521,0.07136511265450245,0.05773773091181071,0.046097372464783924,0.03719459382730986,0.03075514194753526,0.02623357230294831,0.023110448919719837
0.03545119206405823,0.03545119206405823,0.07820271529357993,0.09205461556954278,0.08592840935809812,0.07217423079246371,0.05795504072655598,0.04611913797964227,0.0371866600181141,0.03077281738696595,0.026287712283915167,0.023196971995208412
0.0455202316621295,0.0455202316621295,0.08771139757339451,0.09761273318909942,0.08849201946244954,0.0731171920742713,0.05820222393920307,0.04614126214933073,0.03717823112675526,0.030797580209616683,0.02635738407188083,0.023306031477262627
0.057855747322635695,0.057855747322635695,0.0989017621436597,0.10401757112413358,0.0914005119527405,0.07416800531314063,0.05846924783173908,0.04616153650002276,0.037170221044284586,0.030831317347489097,0.02644460662879392,0.02343950114885145
0.07278752889535296,0.07278752889535296,0.11173142710904216,0.11118527591292834,0.09459563415471763,0.07529743660129187,0.05874516806077147,0.046177759662834286,0.03716382484100822,0.030876230991120017,0.026551675198902468,0.023599479046236334
0.09064333312320326,0.09064333312320326,0.12613828012029243,0.11901820415256602,0.0980122544778156,0.07647379124872465,0.05901856350022786,0.04618790877995773,0.03716054790134089,0.030934802051375675,0.026681097083449408,0.023788212568729827
0.11173344314235115,0.11173344314235115,0.14203612282312025,0.12740515501864236,0.10157951780958606,0.07766383663087562,0.05927801552083892,0.046190310127513734,0.0371622178548638,0.031009731345322682,0.02683550390691885,0.024008000072561136
0.13633234998894778,0.13633234998894778,0.15931065399758323,0.1362220571814862,0.1052223186131842,0.07883386213000039,0.05951261550312122,0.0461837960681003,0.03717097078068952,0.03110385261634708,0.02701753582519448,0.02426106505858058
0.16465809372368662,0.16465809372368662,0.1778161636378196,0.1453332693571852,0.10886313213404643,0.07995086176621642,0.059712479590760814,0.04616783412157415,0.03718920330309915,0.03122001214700934,0.027229693921239324,0.02454939989652811
0.19685011337371128,0.19685011337371128,0.19737335058818717,0.15459365595798685,0.11242422557197701,0.08098381037213954,0.059869244152589395,0.04614261344897448,0.03721948338058766,0.03136091133799399,0.027474158739268034,0.0248745777406245
0.2329467624845985,0.2329467624845985,0.21776869593470252,0.16385157988219737,0.11583023819224632,0.08190498590210671,0.0599765110051494,0.04610907510663767,0.03726441512053423,0.03152891143971839,0.02775257573589704,0.02523753408559984
0.27286391896334555,0.27286391896334555,0.2387558076358988,0.1729529028718139,0.11901107067804652,0.08269127043257006,0.06003020894129175,0.04606887542965312,0.03732645703000251,0.031725803765925924,0.028065812490480527,0.025638323398897604
0.3163763194074404,0.3163763194074404,0.26005908003047923,0.18174599085223003,0.12190496137797553,0.08332534372488158,0.06002883891530991,0.04602427715437293,0.03740769873898917,0.031952554132500886,0.0284136977490155,0.026075861374686246
0.3631033452078091,0.3631033452078091,0.28137986624009553,0.19008758368991127,0.12446155713129933,0.08379667013567546,0.059973575337759266,0.045977970302235154,0.03750960809680241,0.03220903660926209,0.028794758436648846,0.026547669252263165
0.412500951193838,0.412500951193838,0.3024051301388553,0.19784921315628864,0.1266447211200593,0.08410217684408415,0.05986820582054419,0.045932833866889594,0.03763276795263328,0.0324937782598443,0.029205976986917452,0.02704964265820325
0.4638612375391278,0.4638612375391278,0.32281823119418096,0.20492366198412099,0.12843477598411215,0.08424653268978745,0.05971890590323004,0.045891658867341555,0.03777662880564814,0.032803742337603824,0.029642596685954113,0.02757587256608733
0.5163208154306278,0.5163208154306278,0.3423111285751582,0.21123078889654417,0.12982987430384377,0.08424196400954975,0.05953386220905311,0.04585686178429171,0.037939308475611846,0.033134181111663885,0.030098005953893003,0.028118548973159345
0.568878616229437,0.568878616229437,0.3605969287205951,0.216721947721961,0.1308462330764776,0.08410758492710153,0.05932277452053328,0.04583022298653016,0.03811747155950301,0.03347858977805149,0.030563732276780484,0.02866797748002433
0.6204231697050903,0.6204231697050903,0.37742142692448555,0.22138224934662687,0.1315170665332472,0.08386826902971842,0.059096281291989884,0.045812685836922364,0.03830631851007269,0.03382878868464376,0.031029571808969047,0.029212734091057287
0.6697686734414082,0.6697686734414082,0.39257220131443576,0.22523008078282467,0.13189019166807692,0.08355313880076883,0.058865361148625374,0.04580424768822147,0.038499706110751944,0.03417515187891677,0.031483871027489466,0.029739973779281975
0.7156984505936591,0.7156984505936591,0.4058839811482721,0.2283136002937322,0.13202443964241867,0.08319378926190198,0.05864076301193676,0.04580396386102228,0.03869040823404554,0.034506986160855936,0.03191396264250766,0.030235894091443102
0.7570137134834819,0.7570137134834819,0.4172394554674309,0.2307043270477977,0.13198515332067567,0.08282238545690485,0.05843250929716048,0.04581007101308229,0.03887050937741273,0.03481304776367262,0.032306740640778715,0.030686337695446264
